Flight No,Type,Date,Origin,Departure Time,Arrival Time,Destination,IsDome,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6973,738,1.34.67,库尔勒,1005,1055,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6974,738,1.34.67,上海,1720,2255,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6975,320,1234567,乌鲁木齐,1250,1720,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6976,320,1234567,浦东,1825,0015,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6977,320,1234567,海口,1000,1145,厦门,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6978,320,1234567,大连,1625,1940,厦门,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6979,738,1234567,乌鲁木齐,1735,2220,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6980,738,123456.,广州,1000,1535,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6980,738,......7,广州,0955,1535,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6981,772,1234567,乌鲁木齐,1050,1515,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6982,772,1234567,上海,1630,2215,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6987,738,1234567,乌鲁木齐,1005,1405,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6988,738,1.3.5.7,三亚,1830,2025,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6988,738,.2.4.6.,三亚,1825,2025,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6991,320,1234567,北京,1810,2050,西宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6992,320,1234567,西宁,2150,0020,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6995,738,1234567,乌鲁木齐,0950,1415,上海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6996,738,1234567,上海,1530,2110,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6997,73G,1234567,喀什,1305,1450,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ6998,73G,1234567,上海,0825,1405,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8501,738,1234567,武汉,0900,1030,温州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8502,738,1234567,温州,2030,2210,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8503,738,1234567,贵阳,1015,1225,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8504,738,1234567,南京,1330,1615,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8509,320,1.3.5.7,长春,1640,2005,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8510,320,1.3.5.7,昆明,0755,1005,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8513,320,1.3.5.7,沈阳,0745,0905,烟台,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8514,320,1.3.5.7,西安,1320,1525,烟台,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8537,320,.2.4.6.,长春,1640,1925,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8538,320,.2.4.6.,昆明,0755,1030,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8547,320,1......,深圳,1600,1910,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8547,320,..3....,深圳,1355,1705,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8547,320,....5..,深圳,1455,1810,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8548,320,1......,丽江,2005,2230,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8548,320,..3....,丽江,1805,2030,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8548,320,....5..,丽江,1935,2210,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8587,738,......7,义乌,0750,1040,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8635,320,.2....7,深圳,1555,1830,盐城,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8635,320,...4...,深圳,1250,1525,盐城,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8635,320,.....6.,深圳,1405,1640,盐城,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8636,320,.2....7,盐城,1930,2225,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8636,320,...4...,盐城,1715,2000,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8636,320,.....6.,盐城,1750,2045,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8697,E90,...4...,乌鲁木齐,2055,2200,阿勒泰,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8697,E90,1.3....,乌鲁木齐,1330,1435,阿勒泰,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8697,E90,.....6.,乌鲁木齐,2100,2200,阿勒泰,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8698,E90,1.3....,阿勒泰,1525,1630,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8698,E90,...4.6.,阿勒泰,2250,2355,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8739,321,1.....7,哈尔滨,0930,1200,日照,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8739,321,..3.5..,哈尔滨,0930,1200,日照,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8740,319,1.3.5.7,广州,1710,1935,日照,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8741,320,.2..5.7,大连,0845,1035,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8742,320,.2..5.7,银川,1345,1510,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8743,73G,1...5..,喀什,1750,2005,哈密,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8744,73G,1...5..,郑州,0910,1305,哈密,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8747,738,.2.4567,乌鲁木齐,1330,1450,哈克苏,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8748,E90,......7,哈克苏,1540,1655,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
CZ8748,E90,.2.456.,哈克苏,1540,1700,乌鲁木齐,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6501,737,1234567,昆明,1315,1420,芒市,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6502,737,1234567,芒市,1500,1615,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6503,737,123456.,昆明,1555,1655,芒市,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6503,737,......7,昆明,1600,1705,芒市,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6504,737,1.345.7,芒市,1750,1905,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6504,737,.....6.,芒市,1725,1835,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6504,737,.2.....,芒市,1845,2010,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6505,737,1.3.567,昆明,2005,2105,芒市,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6505,737,.2.....,昆明,2100,2200,芒市,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6505,737,...4...,昆明,2015,2115,芒市,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6506,737,1234567,芒市,2145,2255,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6507,737,1234567,昆明,1155,1300,芒市,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6508,737,1234567,芒市,1350,1505,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6510,737,1234567,西双版纳,0925,1035,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6511,737,1234567,昆明,2120,2215,西双版纳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6515,73G,1234567,昆明,0725,0920,襄阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6516,73G,1234567,天津,1245,1440,襄阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6519,737,1234567,昆明,1850,2110,西安,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6520,737,1234567,西安,2215,0040,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6521,737,1234567,昆明,0655,0840,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6522,737,1234567,成都,2250,0025,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6523,737,1234567,昆明,1720,1815,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6524,737,1234567,丽江,2325,0025,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6525,73G,1234567,昆明,0715,0925,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6526,737,1234567,武汉,2130,2350,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6527,73G,1234567,武汉,1015,1245,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6528,73G,1234567,包头,1600,1740,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6529,73G,1234567,昆明,0740,1030,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6530,737,1234567,呼和浩特,1300,1410,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6531,737,1234567,昆明,0730,0900,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6532,737,1234567,重庆,1000,1130,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6535,737,1234567,昆明,1405,1525,桂林,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6536,737,1234567,济南,1940,2215,桂林,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6537,737,1234567,昆明,1820,2040,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6538,737,1234567,兰州,2130,2350,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6551,737,1234567,丽江,1900,2010,西双版纳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6552,737,1234567,西双版纳,2100,2215,丽江,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6555,737,1234567,昆明,0720,0945,长治,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6556,737,1.3.567,沈阳,1345,1605,长治,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6556,737,.2.....,沈阳,1345,1605,长治,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6556,737,...4...,沈阳,1345,1605,长治,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6557,737,1234567,昆明,1125,1420,呼和浩特,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6558,737,1234567,沈阳,1830,2030,呼和浩特,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6559,737,1234567,昆明,1230,1515,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6560,737,1234567,大连,1900,2050,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6569,737,1234567,昆明,0835,1020,北海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6570,737,1234567,北海,1120,1300,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6575,73G,1...5..,攀枝花,1615,2005,哈尔滨,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6575,73G,.234.67,攀枝花,1615,2015,哈尔滨,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6576,73G,1234567,哈尔滨,2120,0120,攀枝花,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6579,737,1...5.7,昆明,0855,1000,芒市,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6579,737,.234.6.,昆明,0905,1010,芒市,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DR6580,737,1234567,芒市,1100,1215,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6205,738,1234567,北京,0625,0900,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6206,738,1234567,兰州,2140,0000,北京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6207,738,1234567,泉州,2035,2210,浦东,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6208,738,1234567,浦东,2315,0105,泉州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6211,738,1234567,深圳,0605,0800,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6212,738,1234567,兰州,2025,2220,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6213,738,...4.6.,深圳,0615,0835,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6213,738,1.3....,深圳,0610,0835,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6214,738,1.34.6.,重庆,2115,2330,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6217,738,1234567,深圳,0615,0830,无锡,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6218,738,1.345..,长春,1525,1820,无锡,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6218,738,......7,长春,1455,1755,无锡,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6218,738,.2...6.,长春,1605,1850,无锡,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6233,738,1234567,深圳,1310,1600,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6234,738,1234567,营口,1855,2010,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6241,738,1.3.5.7,深圳,0620,0855,连云港,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6242,738,1.3.5.7,大连,1210,1340,连云港,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6251,738,.2.4.6.,深圳,0620,0820,宁波,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6252,738,.2.4.6.,大连,1210,1425,宁波,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6257,738,1234567,深圳,0920,1140,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6258,738,1234567,长春,1740,2030,南京,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6261,738,1234567,深圳,2335,0100,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6262,738,1234567,海口,0630,0740,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6265,738,......7,深圳,0610,0850,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6265,738,.2.456.,深圳,0610,0850,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6265,738,1.3....,深圳,0600,0850,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6266,738,1234567,昆明,2315,0140,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6269,738,1234567,深圳,0930,1205,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6270,738,1234567,哈尔滨,1930,2230,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6273,738,1.34.67,深圳,0620,0910,邯郸,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6273,738,.2..5..,深圳,0620,0910,邯郸,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6274,738,1234567,哈尔滨,1410,1650,邯郸,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6277,738,1234567,深圳,0610,0835,十堰,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6278,738,1234567,十堰,0920,1155,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6281,737,1.3.5.7,重庆,0850,1040,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6281,320,.2.4.6.,重庆,0940,1130,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6282,738,1234567,大连,1520,1725,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6283,738,1234567,兰州,1600,1810,天津,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6284,738,1234567,天津,1940,2200,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6285,738,1234567,兰州,1055,1240,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6286,738,1234567,南通,1610,1740,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6291,738,1234567,郑州,0755,1000,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6292,738,1234567,成都,1110,1315,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6301,738,1234567,深圳,1440,1630,兴义,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6302,738,1234567,兴义,1850,2040,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6303,738,1.3.5.7,郑州,1110,1345,珠海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6303,738,.2.4.6.,郑州,1050,1320,珠海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6304,738,12.4567,海口,2005,2100,珠海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6304,738,..3....,海口,1955,2100,珠海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6305,738,1234567,郑州,1935,2110,青岛,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6306,738,1234567,青岛,2210,2355,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6307,738,1234567,郑州,0705,0940,兴义,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6308,738,1234567,西双版纳,1320,1500,兴义,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6309,738,1234567,郑州,1410,1550,威海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6310,738,1234567,沈阳,1920,2030,威海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6311,738,1234567,南宁,1640,1910,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6312,738,1234567,兰州,1310,1545,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6313,738,1.34...,昆明,0950,1200,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6313,738,.2..5..,昆明,0945,1200,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6313,738,.....67,昆明,0955,1200,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6314,738,.2....7,南通,1535,1745,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6314,738,..3....,南通,1535,1745,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6314,738,1..4.6.,南通,1535,1745,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6314,738,....5..,南通,1535,1745,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6317,738,1234567,海口,0600,0845,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
DZ6318,738,1234567,长春,1840,2135,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2201,319,......7,成都,1610,1745,柳州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2201,319,.2.4.6.,成都,1555,1740,柳州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2201,319,1.3.5..,成都,1610,1745,柳州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2202,319,1234567,深圳,2110,2240,柳州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2205,319,1234567,成都,0705,0850,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2206,319,1234567,杭州,1955,2140,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2207,319,1234567,成都,0635,0910,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2208,319,1234567,三亚,2140,0030,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2209,319,.2.4.6.,成都,0810,1050,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2209,319,1.3.5.7,成都,0815,1050,杭州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2210,319,1234567,杭州,1155,1515,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2211,319,1234567,成都,1940,2210,三亚,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2212,319,1234567,三亚,2255,0135,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2215,319,1.3.5.7,成都,0850,1100,西双版纳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2216,319,1......,西双版纳,1150,1340,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2216,319,..3.5.7,西双版纳,1155,1345,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2217,319,1234567,成都,0740,1005,深圳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2218,319,......7,深圳,1110,1400,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2218,319,.2.4.6.,深圳,1110,1355,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2218,319,1.3.5..,深圳,1110,1400,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2219,319,1234567,成都,0745,0945,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2220,319,1234567,南宁,2055,2255,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2223,319,1234567,成都,0640,0815,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2224,319,1234567,昆明,2340,0110,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2225,319,1234567,昆明,1945,2040,西双版纳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2226,319,1234567,西双版纳,2130,2240,昆明,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2227,319,1234567,成都,0815,1020,郑州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2228,319,1234567,郑州,2225,0030,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2231,319,1.3.5.7,成都,0845,1005,遵义,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2232,319,1.3.5.7,温州,1340,1625,遵义,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2233,319,.2...6.,成都,0855,1025,遵义,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2233,319,...4...,成都,0855,1025,遵义,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2234,319,.2...6.,珠海,1345,1555,遵义,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2234,319,...4...,珠海,1340,1545,遵义,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2235,319,1234567,成都,0710,0935,广州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2236,319,1234567,广州,1050,1325,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2245,319,1234567,丽江,1140,1255,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2246,319,1234567,温州,1640,1920,贵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2251,319,1234567,郑州,1120,1350,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2252,319,1234567,海口,1640,1750,南宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2255,319,1234567,凯里,1655,1850,厦门,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2256,319,1234567,厦门,2000,2215,凯里,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2257,319,1234567,南昌,1305,1505,石家庄,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2258,319,1234567,长春,1850,2045,石家庄,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2269,319,.2.4.6.,成都,0800,1010,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2270,319,.2.4.6.,大连,1330,1530,太原,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2271,319,1.3.5.7,成都,1825,1945,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2272,319,1.3.5.7,张掖,2215,2315,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2273,319,.2.4.6.,成都,1845,2010,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2274,319,.2.4.6.,金昌,2225,2310,兰州,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2275,319,.....6.,成都,1055,1305,银川,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2275,319,.2.4...,成都,1145,1355,银川,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2276,319,.2.4.6.,哈尔滨,1900,2155,银川,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2281,319,1.3.5.7,成都,1145,1340,西宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2282,319,1.3.5.7,哈尔滨,1900,2305,西宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2287,319,1234567,成都,0735,0950,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2288,319,1234567,济南,2215,0055,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2289,319,1234567,济南,1045,1255,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2290,319,1234567,海口,1645,1840,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2303,319,.2.4.6.,宜宾,1625,1800,长沙,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2304,319,.2.4.6.,长沙,1850,2025,宜宾,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2307,319,1.3.5.7,绵阳,0735,0945,海口,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2308,319,1.3.5.7,海口,1055,1325,绵阳,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2703,319,1234567,南宁,1035,1220,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2704,319,1234567,温州,1535,1715,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2709,319,.2.4.6.,成都,0720,0925,济宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2710,319,.2.4.6.,沈阳,1310,1520,济宁,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2711,319,.2.4.6.,成都,1455,1655,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2711,319,1.3.5.7,成都,1505,1655,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2712,319,1234567,台州,2015,2205,武汉,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2715,319,1.3.5.7,成都,0625,0850,北海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2716,319,1.3.5.7,北海,1555,1800,成都,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2717,319,1.3.5.7,北海,1010,1210,重庆,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2718,319,1.3.5.7,重庆,1315,1510,北海,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2719,319,1234567,成都,0720,0935,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2720,319,...4...,长春,1315,1525,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
EU2720,319,123.567,长春,1315,1525,济南,国内,,,,,,,,,,,,,,,,,,,,,,,,,
